Average reception service time (min),Average nurse service time(min),Average cubicle service time(hours),Average bed service time(hours),Average reception queue time(min),Average nurse queue time(min),Average cubicle queue time(min),Average bed queue time(min),Total time operating(days),Total patients,Total deceased,Total recovered,Ration deceased,Ratio recovered,Total ratio,Receptionist bill ($),Nurse bill ($),Cubicle bill ($),Bed bill ($),Total expenditure ($),Total revenue ($),Total profit ($)
6.95,24.17,0.97,2.96,2.42,3.83,1.82,4.09,6.99,289,72.0,217.0,0.2491349480968858,0.7508650519031141,1.0,22656.37,70486.49,161111.99,483335.96,737590.81,2167500,1429909.19
7.03,26.6,0.92,3.07,1.98,5.56,0.97,14.62,6.99,278,71.0,207.0,0.25539568345323743,0.7446043165467626,1.0,22659.85,70497.31,161136.7,483410.11,737703.98,2085000,1347296.02
7.04,22.98,1.06,3.02,2.0,3.5,2.75,3.99,7.0,289,79.0,210.0,0.27335640138408307,0.726643598615917,1.0,22673.3,70539.15,161232.33,483697.0,738141.78,2167500,1429358.22
6.89,25.29,1.09,2.75,0.98,3.59,7.26,4.54,6.85,284,83.0,201.0,0.29225352112676056,0.7077464788732394,1.0,22200.87,69069.37,157872.86,473618.57,722761.67,2130000,1407238.33
6.76,24.99,0.91,3.11,2.11,4.81,1.42,22.81,7.0,304,77.0,227.0,0.2532894736842105,0.7467105263157895,1.0,22679.51,70558.47,161276.5,483829.5,738343.97,2280000,1541656.03
7.23,25.64,1.16,3.25,2.2,4.48,8.04,22.44,6.95,293,67.0,226.0,0.22866894197952217,0.7713310580204779,1.0,22512.55,70039.03,160089.22,480267.67,732908.47,2197500,1464591.53
7.59,27.01,1.07,2.85,1.76,2.97,2.18,9.11,6.98,271,67.0,204.0,0.24723247232472326,0.7527675276752768,1.0,22626.79,70394.46,160901.62,482704.86,736627.73,2032500,1295872.27
6.57,25.67,0.95,3.11,2.0,5.85,5.14,14.76,6.96,316,90.0,226.0,0.2848101265822785,0.7151898734177216,1.0,22548.71,70151.55,160346.4,481039.19,734085.84,2370000,1635914.16
6.65,25.71,0.97,3.03,1.64,4.59,1.92,25.21,7.0,294,73.0,221.0,0.24829931972789115,0.7517006802721088,1.0,22676.61,70549.46,161255.91,483767.74,738249.73,2205000,1466750.27
6.99,24.03,1.01,2.96,2.1,6.34,4.29,6.15,6.98,289,75.0,214.0,0.25951557093425603,0.740484429065744,1.0,22623.33,70383.69,160877.02,482631.05,736515.09,2167500,1430984.91
6.88,22.9,0.97,2.91,1.88,8.49,8.89,18.95,7.0,304,78.0,226.0,0.2565789473684211,0.743421052631579,1.0,22668.49,70524.2,161198.18,483594.53,737985.4,2280000,1542014.6
6.64,24.07,0.93,2.79,1.61,4.09,1.68,3.78,6.99,286,86.0,200.0,0.3006993006993007,0.6993006993006993,1.0,22652.16,70473.4,161082.05,483246.15,737453.76,2145000,1407546.24
6.35,22.86,1.03,3.02,1.5,2.22,5.99,5.08,6.99,287,68.0,219.0,0.23693379790940766,0.7630662020905923,1.0,22663.14,70507.55,161160.12,483480.36,737811.17,2152500,1414688.83
6.43,25.82,0.98,2.95,1.35,3.69,3.48,20.11,6.99,312,69.0,243.0,0.22115384615384615,0.7788461538461539,1.0,22639.71,70434.65,160993.5,482980.49,737048.35,2340000,1602951.65
7.02,24.67,0.91,3.02,2.79,7.16,5.01,8.54,6.97,315,75.0,240.0,0.23809523809523808,0.7619047619047619,1.0,22586.57,70269.34,160615.64,481846.91,735318.46,2362500,1627181.54
6.81,25.0,1.03,2.99,1.29,4.68,3.44,4.59,6.99,291,57.0,234.0,0.1958762886597938,0.8041237113402062,1.0,22650.47,70468.12,161069.98,483209.95,737398.52,2182500,1445101.48
6.22,22.29,1.03,2.88,1.07,2.95,4.45,7.84,6.98,291,74.0,217.0,0.2542955326460481,0.7457044673539519,1.0,22623.79,70385.11,160880.25,482640.76,736529.91,2182500,1445970.09
7.26,22.09,1.07,2.92,2.17,3.31,3.03,4.13,6.96,298,90.0,208.0,0.30201342281879195,0.697986577181208,1.0,22565.31,70203.18,160464.42,481393.25,734626.15,2235000,1500373.85
6.57,26.23,1.03,2.83,1.85,9.63,10.99,26.44,6.99,321,79.0,242.0,0.24610591900311526,0.7538940809968847,1.0,22645.97,70454.14,161038.04,483114.12,737252.28,2407500,1670247.72
6.95,25.16,1.12,2.96,3.45,5.92,7.29,12.03,6.97,335,68.0,267.0,0.20298507462686566,0.7970149253731343,1.0,22576.82,70238.98,160546.24,481638.73,735000.77,2512500,1777499.23
7.17,23.79,1.02,3.13,1.61,1.69,3.43,9.12,6.98,300,86.0,214.0,0.2866666666666667,0.7133333333333334,1.0,22601.41,70315.5,160721.14,482163.42,735801.48,2250000,1514198.52
7.3,25.12,0.96,2.99,1.96,3.54,1.6,0.96,7.0,263,74.0,189.0,0.2813688212927757,0.7186311787072244,1.0,22670.62,70530.83,161213.33,483639.98,738054.77,1972500,1234445.23
7.26,26.24,1.08,3.0,2.0,4.79,3.26,3.25,6.98,268,77.0,191.0,0.2873134328358209,0.7126865671641791,1.0,22628.51,70399.82,160913.87,482741.62,736683.83,2010000,1273316.17
6.76,25.0,1.1,3.16,1.85,5.72,6.6,27.35,6.97,319,96.0,223.0,0.30094043887147337,0.6990595611285266,1.0,22583.31,70259.18,160592.41,481777.23,735212.13,2392500,1657287.87
6.96,26.23,0.99,3.14,1.43,4.51,3.11,29.38,6.99,305,86.0,219.0,0.2819672131147541,0.7180327868852459,1.0,22640.87,70438.26,161001.74,483005.22,737086.09,2287500,1550413.91
6.96,23.55,0.97,2.97,2.13,4.59,4.67,42.61,7.0,299,70.0,229.0,0.23411371237458195,0.7658862876254181,1.0,22665.06,70513.51,161173.74,483521.21,737873.51,2242500,1504626.49
7.47,27.83,1.03,2.82,2.88,6.8,4.59,9.71,6.98,286,77.0,209.0,0.2692307692307692,0.7307692307692307,1.0,22622.45,70380.94,160870.73,482612.19,736486.31,2145000,1408513.69
7.01,23.59,0.96,2.87,3.88,7.19,3.8,17.86,7.0,306,69.0,237.0,0.22549019607843138,0.7745098039215687,1.0,22679.64,70558.88,161277.45,483832.35,738348.32,2295000,1556651.68
7.73,24.03,1.0,3.22,1.47,2.57,3.75,13.21,6.95,290,71.0,219.0,0.24482758620689654,0.7551724137931034,1.0,22532.99,70102.63,160234.59,480703.78,733574.0,2175000,1441426.0
7.65,25.92,0.97,2.99,2.33,5.89,3.35,9.04,6.97,287,71.0,216.0,0.24738675958188153,0.7526132404181185,1.0,22591.13,70283.53,160648.07,481944.21,735466.94,2152500,1417033.06
7.49,25.45,1.01,3.04,2.3,4.98,5.69,14.2,6.98,312,71.0,241.0,0.22756410256410256,0.7724358974358975,1.0,22608.93,70338.91,160774.65,482323.94,736046.42,2340000,1603953.58
7.1,23.54,1.1,2.85,2.68,7.85,15.01,26.58,6.98,338,95.0,243.0,0.28106508875739644,0.7189349112426036,1.0,22625.02,70388.96,160889.04,482667.13,736570.15,2535000,1798429.85
6.62,26.45,1.0,3.22,1.87,8.78,1.51,4.89,6.97,296,74.0,222.0,0.25,0.75,1.0,22571.65,70222.92,160509.54,481528.63,734832.75,2220000,1485167.25
6.66,29.06,1.07,2.87,1.72,7.94,6.61,18.3,6.97,317,89.0,228.0,0.2807570977917981,0.7192429022082019,1.0,22577.53,70241.2,160551.32,481653.97,735024.03,2377500,1642475.97
7.22,25.8,0.99,2.92,1.96,5.26,2.11,4.91,7.0,292,68.0,224.0,0.2328767123287671,0.7671232876712328,1.0,22671.65,70534.03,161220.65,483661.94,738088.27,2190000,1451911.73
6.83,26.28,1.0,3.29,1.96,6.06,3.15,38.13,6.93,306,68.0,238.0,0.2222222222222222,0.7777777777777778,1.0,22441.26,69817.24,159582.26,478746.79,730587.56,2295000,1564412.44
6.62,24.7,1.11,2.94,1.59,4.52,5.04,13.27,6.98,307,68.0,239.0,0.22149837133550487,0.7785016286644951,1.0,22600.82,70313.65,160716.92,482150.76,735782.15,2302500,1566717.85
6.72,24.74,1.01,2.9,1.78,4.82,5.1,7.7,6.96,310,79.0,231.0,0.25483870967741934,0.7451612903225806,1.0,22563.81,70198.53,160453.77,481361.32,734577.43,2325000,1590422.57
6.89,24.56,0.89,2.73,3.03,6.02,2.87,3.15,6.99,295,69.0,226.0,0.23389830508474577,0.7661016949152543,1.0,22658.95,70494.5,161130.29,483390.88,737674.63,2212500,1474825.37
6.87,23.27,0.99,3.02,1.73,4.49,3.6,14.54,7.0,293,64.0,229.0,0.21843003412969283,0.7815699658703071,1.0,22665.51,70514.92,161176.97,483530.9,737888.3,2197500,1459611.7
6.63,23.71,1.08,2.95,1.67,3.2,5.98,10.79,7.0,325,82.0,243.0,0.2523076923076923,0.7476923076923077,1.0,22679.68,70559.02,161277.75,483833.26,738349.72,2437500,1699150.28
7.3,24.76,1.07,3.04,2.68,4.52,4.81,22.46,7.0,317,88.0,229.0,0.277602523659306,0.722397476340694,1.0,22667.91,70522.37,161194.0,483581.99,737966.27,2377500,1639533.73
6.84,25.95,1.03,2.95,3.09,11.93,15.38,26.1,7.0,329,89.0,240.0,0.270516717325228,0.729483282674772,1.0,22668.66,70524.71,161199.34,483598.01,737990.71,2467500,1729509.29
7.09,26.13,1.03,2.88,3.81,7.62,7.34,15.97,7.0,312,79.0,233.0,0.2532051282051282,0.7467948717948718,1.0,22666.96,70519.44,161187.29,483561.88,737935.58,2340000,1602064.42
6.88,26.44,0.94,3.21,2.21,5.1,1.32,9.94,6.97,275,68.0,207.0,0.24727272727272728,0.7527272727272727,1.0,22573.93,70229.99,160525.69,481577.08,734906.69,2062500,1327593.31
6.7,26.73,1.02,2.86,2.32,5.54,5.44,6.55,6.96,301,71.0,230.0,0.23588039867109634,0.7641196013289037,1.0,22549.28,70153.31,160350.43,481051.29,734104.31,2257500,1523395.69
7.06,24.0,1.06,3.26,1.68,3.59,6.4,10.55,6.96,272,62.0,210.0,0.22794117647058823,0.7720588235294118,1.0,22559.36,70184.67,160422.1,481266.29,734432.41,2040000,1305567.59
6.53,25.52,1.06,2.84,2.83,10.54,9.11,6.35,6.99,300,69.0,231.0,0.23,0.77,1.0,22643.96,70447.88,161023.74,483071.21,737186.79,2250000,1512813.21
7.25,23.19,1.01,2.81,2.35,3.81,7.19,5.95,6.98,306,81.0,225.0,0.2647058823529412,0.7352941176470589,1.0,22609.47,70340.58,160778.46,482335.38,736063.88,2295000,1558936.12
7.01,25.11,1.03,2.74,2.07,5.62,4.9,7.37,6.98,270,64.0,206.0,0.23703703703703705,0.762962962962963,1.0,22604.16,70324.05,160740.69,482222.08,735890.98,2025000,1289109.02
7.9,25.96,1.06,2.87,3.58,4.43,5.33,9.79,7.0,313,84.0,229.0,0.268370607028754,0.731629392971246,1.0,22673.47,70539.67,161233.54,483700.61,738147.28,2347500,1609352.72
6.89,21.49,0.98,2.93,2.41,4.61,10.97,38.57,6.95,319,85.0,234.0,0.2664576802507837,0.7335423197492164,1.0,22514.62,70045.48,160103.94,480311.83,732975.87,2392500,1659524.13
6.63,27.27,0.99,3.35,1.93,4.54,3.04,16.77,6.99,303,81.0,222.0,0.26732673267326734,0.7326732673267327,1.0,22662.56,70505.73,161155.96,483467.88,737792.13,2272500,1534707.87
6.51,25.48,1.1,2.7,2.57,7.83,6.12,2.44,6.99,302,67.0,235.0,0.22185430463576158,0.7781456953642384,1.0,22662.5,70505.56,161155.57,483466.7,737790.33,2265000,1527209.67
6.55,27.0,0.94,2.94,1.58,10.74,5.01,18.0,6.94,316,71.0,245.0,0.22468354430379747,0.7753164556962026,1.0,22498.35,69994.86,159988.25,479964.74,732446.2,2370000,1637553.8
7.5,23.43,1.09,2.89,1.71,2.82,5.68,10.21,6.94,297,69.0,228.0,0.23232323232323232,0.7676767676767676,1.0,22491.69,69974.14,159940.9,479822.7,732229.44,2227500,1495270.56
6.86,25.25,1.04,3.23,1.7,3.86,4.57,24.93,6.95,282,66.0,216.0,0.23404255319148937,0.7659574468085106,1.0,22506.13,70019.07,160043.58,480130.75,732699.53,2115000,1382300.47
7.09,26.95,1.02,3.26,2.52,9.31,3.2,19.01,7.0,311,80.0,231.0,0.2572347266881029,0.7427652733118971,1.0,22671.49,70533.52,161219.49,483658.46,738082.96,2332500,1594417.04
7.17,25.94,0.98,2.8,1.78,4.81,4.03,8.11,6.97,307,80.0,227.0,0.26058631921824105,0.739413680781759,1.0,22575.24,70234.08,160535.03,481605.1,734949.45,2302500,1567550.55
7.09,28.58,1.01,3.01,2.41,8.02,5.63,7.48,7.0,266,60.0,206.0,0.22556390977443608,0.7744360902255639,1.0,22672.47,70536.58,161226.48,483679.44,738114.98,1995000,1256885.02
7.09,25.56,1.0,2.84,1.87,6.11,22.16,11.78,6.99,301,68.0,233.0,0.22591362126245848,0.7740863787375415,1.0,22654.95,70482.07,161101.88,483305.65,737544.57,2257500,1519955.43
7.88,26.49,0.97,2.99,2.77,7.25,3.87,18.48,6.98,302,97.0,205.0,0.3211920529801324,0.6788079470198676,1.0,22625.96,70391.87,160895.7,482687.09,736600.61,2265000,1528399.39
6.91,22.47,1.09,3.08,1.34,2.8,4.19,7.84,6.98,284,66.0,218.0,0.2323943661971831,0.7676056338028169,1.0,22621.32,70377.44,160862.72,482588.17,736449.65,2130000,1393550.35
7.01,24.96,1.03,3.13,2.19,3.11,1.8,10.76,6.99,282,74.0,208.0,0.2624113475177305,0.7375886524822695,1.0,22648.87,70463.15,161058.63,483175.89,737346.55,2115000,1377653.45
8.45,27.64,0.97,3.17,3.69,9.54,8.25,28.83,6.99,295,69.0,226.0,0.23389830508474577,0.7661016949152543,1.0,22647.79,70459.8,161050.96,483152.88,737311.43,2212500,1475188.57
7.04,23.5,0.9,2.67,2.49,3.96,2.89,3.55,6.99,302,63.0,239.0,0.20860927152317882,0.7913907284768212,1.0,22639.72,70434.7,160993.59,482980.77,737048.78,2265000,1527951.22
6.56,23.29,1.06,3.36,1.2,4.6,4.8,49.12,6.99,288,78.0,210.0,0.2708333333333333,0.7291666666666666,1.0,22660.41,70499.05,161140.69,483422.07,737722.23,2160000,1422277.77
7.25,25.57,0.94,2.72,3.48,10.01,5.44,37.74,7.0,328,66.0,262.0,0.20121951219512196,0.7987804878048781,1.0,22675.36,70545.56,161246.99,483740.98,738208.89,2460000,1721791.11
6.78,25.58,0.99,2.9,2.81,4.29,3.55,13.9,6.99,316,85.0,231.0,0.2689873417721519,0.7310126582278481,1.0,22652.41,70474.17,161083.81,483251.43,737461.82,2370000,1632538.18
6.92,25.87,1.02,2.89,2.57,6.25,2.97,9.06,6.96,330,78.0,252.0,0.23636363636363636,0.7636363636363637,1.0,22561.61,70191.69,160438.14,481314.42,734505.86,2475000,1740494.14
7.1,24.09,0.94,3.01,2.18,3.19,3.15,17.87,7.0,289,75.0,214.0,0.25951557093425603,0.740484429065744,1.0,22667.56,70521.31,161191.57,483574.71,737955.16,2167500,1429544.84
7.01,24.19,0.97,2.98,1.99,4.06,5.34,28.98,6.98,296,78.0,218.0,0.2635135135135135,0.7364864864864865,1.0,22625.59,70390.73,160893.1,482679.29,736588.72,2220000,1483411.28
7.03,23.93,1.17,2.96,2.81,3.87,2.07,12.74,6.99,290,67.0,223.0,0.23103448275862068,0.7689655172413793,1.0,22645.53,70452.75,161034.86,483104.58,737237.72,2175000,1437762.28
6.9,25.43,0.92,2.91,1.89,5.84,3.49,4.21,6.99,307,72.0,235.0,0.23452768729641693,0.7654723127035831,1.0,22654.38,70480.29,161097.8,483293.4,737525.87,2302500,1564974.13
6.88,24.4,0.96,2.88,1.81,3.98,3.36,8.6,6.99,285,54.0,231.0,0.18947368421052632,0.8105263157894737,1.0,22643.88,70447.63,161023.16,483069.47,737184.14,2137500,1400315.86
6.73,24.4,0.99,2.93,2.48,5.34,4.13,10.53,7.0,310,70.0,240.0,0.22580645161290322,0.7741935483870968,1.0,22672.03,70535.19,161223.3,483669.89,738100.4,2325000,1586899.6
7.2,25.01,1.02,2.75,2.06,4.42,2.74,6.95,6.96,286,78.0,208.0,0.2727272727272727,0.7272727272727273,1.0,22548.55,70151.06,160345.28,481035.84,734080.73,2145000,1410919.27
7.34,26.17,0.94,2.92,2.15,2.47,0.75,4.1,6.97,289,73.0,216.0,0.25259515570934254,0.7474048442906575,1.0,22592.12,70286.6,160655.09,481965.27,735499.08,2167500,1432000.92
7.29,23.1,1.0,2.88,2.44,2.82,3.56,5.07,7.0,300,87.0,213.0,0.29,0.71,1.0,22673.39,70539.43,161232.98,483698.93,738144.72,2250000,1511855.28
6.24,24.15,0.97,3.17,1.45,4.52,1.1,4.71,6.99,294,75.0,219.0,0.25510204081632654,0.7448979591836735,1.0,22663.33,70508.13,161161.45,483484.34,737817.25,2205000,1467182.75
6.68,24.36,1.07,2.78,2.15,5.55,8.57,9.4,6.99,316,83.0,233.0,0.2626582278481013,0.7373417721518988,1.0,22642.35,70442.86,161012.25,483036.76,737134.23,2370000,1632865.77
6.57,24.17,0.92,2.98,1.6,3.57,2.65,30.35,6.99,308,75.0,233.0,0.2435064935064935,0.7564935064935064,1.0,22657.62,70490.37,161120.85,483362.56,737631.41,2310000,1572368.59
7.2,22.28,1.03,2.82,1.6,3.78,4.2,8.96,6.96,311,78.0,233.0,0.2508038585209003,0.7491961414790996,1.0,22559.99,70186.63,160426.57,481279.72,734452.9,2332500,1598047.1
6.83,23.38,0.95,3.11,2.65,5.86,2.35,9.05,7.0,312,84.0,228.0,0.2692307692307692,0.7307692307692307,1.0,22675.29,70545.33,161246.47,483739.42,738206.52,2340000,1601793.48
7.27,25.44,0.93,2.92,2.09,5.59,1.65,20.7,6.99,335,82.0,253.0,0.24477611940298508,0.755223880597015,1.0,22663.11,70507.44,161159.86,483479.58,737809.99,2512500,1774690.01
6.65,24.57,1.1,3.17,2.23,4.75,6.82,8.14,6.99,295,82.0,213.0,0.27796610169491526,0.7220338983050848,1.0,22636.96,70426.09,160973.92,482921.77,736958.75,2212500,1475541.25
6.43,27.11,1.01,3.18,1.64,6.75,0.84,14.71,6.99,282,84.0,198.0,0.2978723404255319,0.7021276595744681,1.0,22654.55,70480.83,161099.04,483297.13,737531.56,2115000,1377468.44
6.76,25.53,0.96,2.92,2.13,6.03,7.44,22.35,6.98,300,63.0,237.0,0.21,0.79,1.0,22629.65,70403.37,160921.99,482765.96,736720.97,2250000,1513279.03
7.04,22.15,1.18,2.72,2.12,3.37,17.42,15.14,6.84,307,82.0,225.0,0.2671009771986971,0.7328990228013029,1.0,22150.34,68912.17,157513.53,472540.58,721116.62,2302500,1581383.38
7.36,22.73,0.96,3.01,2.66,3.33,5.27,11.81,6.95,300,71.0,229.0,0.23666666666666666,0.7633333333333333,1.0,22502.47,70007.69,160017.59,480052.76,732580.52,2250000,1517419.48
7.39,22.52,0.94,2.77,2.6,3.77,2.43,6.32,6.94,282,70.0,212.0,0.24822695035460993,0.75177304964539,1.0,22475.15,69922.69,159823.28,479469.85,731690.97,2115000,1383309.03
7.03,23.51,1.08,2.79,1.73,3.39,2.48,13.64,6.93,303,74.0,229.0,0.24422442244224424,0.7557755775577558,1.0,22468.7,69902.61,159777.39,479332.17,731480.87,2272500,1541019.13
7.18,27.41,1.06,2.86,2.0,8.05,1.99,13.78,6.99,316,82.0,234.0,0.25949367088607594,0.740506329113924,1.0,22644.45,70449.41,161027.21,483081.64,737202.72,2370000,1632797.28
6.95,23.04,1.01,3.21,1.96,4.09,10.32,57.05,6.96,324,72.0,252.0,0.2222222222222222,0.7777777777777778,1.0,22557.75,70179.68,160410.7,481232.1,734380.24,2430000,1695619.76
7.73,23.51,1.07,2.67,2.37,6.35,3.62,18.74,6.97,300,72.0,228.0,0.24,0.76,1.0,22566.8,70207.81,160474.99,481424.96,734674.56,2250000,1515325.44
6.42,25.87,1.0,3.0,2.13,5.67,9.29,12.32,7.0,282,71.0,211.0,0.25177304964539005,0.74822695035461,1.0,22665.12,70513.7,161174.17,483522.52,737875.52,2115000,1377124.48
6.88,23.42,1.09,2.95,2.31,6.61,16.38,32.67,7.0,302,88.0,214.0,0.2913907284768212,0.7086092715231788,1.0,22664.04,70510.33,161166.48,483499.43,737840.27,2265000,1527159.73
7.11,23.68,0.98,2.98,2.4,4.22,6.37,8.96,6.97,300,84.0,216.0,0.28,0.72,1.0,22594.96,70295.42,160675.25,482025.75,735591.37,2250000,1514408.63
6.85,25.11,1.0,3.1,1.4,2.79,1.55,7.19,7.0,290,82.0,208.0,0.2827586206896552,0.7172413793103448,1.0,22677.88,70553.4,161264.92,483794.76,738290.96,2175000,1436709.04
6.88,27.34,1.01,3.04,1.7,7.46,1.49,7.94,7.0,294,66.0,228.0,0.22448979591836735,0.7755102040816326,1.0,22667.46,70520.97,161190.8,483572.4,737951.62,2205000,1467048.38
7.51,24.73,0.96,2.62,1.54,3.2,1.81,9.53,7.0,265,60.0,205.0,0.22641509433962265,0.7735849056603774,1.0,22679.33,70557.91,161275.23,483825.69,738338.16,1987500,1249161.84
6.65,24.95,1.04,3.0,1.4,4.25,6.06,10.95,6.95,298,77.0,221.0,0.25838926174496646,0.7416107382550335,1.0,22520.75,70064.56,160147.57,480442.72,733175.61,2235000,1501824.39
7.64,26.65,1.0,2.98,2.61,7.73,2.63,6.55,6.99,308,69.0,239.0,0.22402597402597402,0.775974025974026,1.0,22656.95,70488.28,161116.06,483348.19,737609.47,2310000,1572390.53
7.13,26.03,1.08,2.83,2.1,5.89,5.06,7.82,7.0,277,81.0,196.0,0.2924187725631769,0.7075812274368231,1.0,22678.51,70555.37,161269.42,483808.26,738311.57,2077500,1339188.43
7.06,26.01,0.99,2.78,2.0,6.1,3.6,7.74,6.97,299,66.0,233.0,0.22073578595317725,0.7792642140468228,1.0,22582.39,70256.31,160585.86,481757.57,735182.12,2242500,1507317.88
6.9,23.71,0.99,2.92,1.49,4.16,4.0,13.16,7.0,277,71.0,206.0,0.2563176895306859,0.7436823104693141,1.0,22674.8,70543.82,161243.03,483729.08,738190.74,2077500,1339309.26
7.43,24.72,1.04,3.41,2.56,8.27,8.54,45.69,6.99,314,83.0,231.0,0.2643312101910828,0.7356687898089171,1.0,22648.35,70461.53,161054.92,483164.76,737329.56,2355000,1617670.44
6.53,26.43,1.01,3.35,1.86,4.57,5.45,45.3,7.0,302,84.0,218.0,0.2781456953642384,0.7218543046357616,1.0,22664.71,70512.42,161171.25,483513.75,737862.13,2265000,1527137.87
7.7,21.8,1.13,2.65,2.52,1.55,2.35,1.82,6.98,276,83.0,193.0,0.3007246376811594,0.6992753623188406,1.0,22600.86,70313.78,160717.22,482151.67,735783.53,2070000,1334216.47
6.65,25.79,0.95,2.91,1.6,4.44,1.71,5.97,6.98,297,68.0,229.0,0.22895622895622897,0.7710437710437711,1.0,22599.38,70309.17,160706.67,482120.02,735735.24,2227500,1491764.76
6.8,24.97,0.98,3.17,2.1,5.07,1.92,90.33,7.0,318,83.0,235.0,0.2610062893081761,0.7389937106918238,1.0,22672.79,70537.57,161228.73,483686.18,738125.26,2385000,1646874.74
6.5,25.73,0.93,3.21,1.14,2.51,1.48,4.21,7.0,270,66.0,204.0,0.24444444444444444,0.7555555555555555,1.0,22679.13,70557.29,161273.81,483821.42,738331.65,2025000,1286668.35
7.37,24.53,0.97,3.27,2.11,4.38,5.52,98.25,7.0,325,86.0,239.0,0.26461538461538464,0.7353846153846154,1.0,22673.24,70538.98,161231.94,483695.83,738140.0,2437500,1699360.0
